Area,Building_Type,Construction_Year,Number_of_Floors,Energy_Consumption_Per_SqM,Water_Usage_Per_Building,Waste_Recycled_Percentage,Occupancy_Rate,Indoor_Air_Quality,Smart_Devices_Count,Green_Certified,Maintenance_Resolution_Time,Last_Inspection_Date,Maintenance_Priority,Energy_Per_SqM,Number_of_Residents,Electricity_Bill
Malleshwaram,Institutional,2006,10,69.88857769,1337.251919,68.27518229,57.76324745,80.81796886,8,0,8.545989026,24-05-2022,High,93.51465727,420,19163.74444
BTM Layout,Institutional,1987,7,50,717.8947323,41.23330306,88.53922656,15.84632206,2,0,15.14433928,16-08-2023,High,176.4902089,304,13314.46514
Koramangala,Industrial,2002,11,83.53721544,1140.146347,19.55938005,83.36970863,15.96319053,5,0,5.280979797,14-01-2022,High,222.078431,455,16684.21511
Jayanagar,Residential,2013,6,72.20028261,200,2.124665628,38.79498992,36.47142366,2,0,8.087412168,05-12-2023,Low,50,73,10404.90104
Jayanagar,Commercial,2022,11,50,200,31.74925344,73.11788442,8.112216625,6,0,12.85395371,11-09-2021,High,110.1552372,392,10097.26836
HSR Layout,Industrial,1976,3,50,1259.92038,8.787901085,48.46175291,13.41267995,1,0,36.81715386,08-01-2022,High,178.8536064,153,9476.845038
Malleshwaram,Industrial,1978,12,83.50809626,200,34.70315966,77.39543369,21.55747268,12,0,10.36510266,31-10-2022,Low,139.8477307,135,18337.54461
Hebbal,Residential,2018,1,55.09578181,200,29.75403644,75.72771885,17.45581396,2,0,6.1486255,21-07-2024,Low,168.5572937,362,11878.39012
Hebbal,Industrial,2020,11,110.9855311,200,12.08370709,65.89844084,29.7672808,4,0,9.930891046,14-07-2024,Low,119.8007407,264,16348.74469
Yelahanka,Industrial,1996,8,55.07323953,1500,24.18549462,54.51517815,36.61565986,4,0,10.03497672,03-06-2023,Low,154.3294894,216,15147.54296
Electronic City,Residential,1973,5,143.3827583,1337.536043,37.17856028,94.38586659,33.44999362,3,0,9.93745174,22-06-2022,Low,142.2161382,209,9099.291978
Banashankari,Industrial,1987,5,60.20655893,435.7976357,34.63340511,59.88243629,42.47212292,4,0,14.00235873,14-01-2024,Low,208.3891031,204,15380.41625
Banashankari,Institutional,2011,7,61.73359357,351.7379812,28.29918883,72.47154858,14.71229675,4,0,5.309478151,11-10-2022,Low,162.7210422,110,16185.02483
Banashankari,Institutional,1978,7,156.9568982,430.3264507,3.630983881,88.84469752,5.406507855,8,0,5.389943893,29-07-2022,Low,166.8801331,31,20313.15837
Yelahanka,Institutional,2014,7,50,1490.1162,45.28320752,92.43603816,57.2194714,2,0,9.06525273,23-02-2023,High,129.4061517,12,22471.6831
HSR Layout,Institutional,1978,12,50,1082.849018,32.99151195,89.6111986,76.09344465,1,0,22.88519426,21-07-2023,Medium,125.6196888,127,9902.610842
BTM Layout,Industrial,1985,1,50,204.8071551,25.99727866,97.80723353,11.88270489,1,0,7.324685431,16-02-2023,Medium,128.3720906,313,16774.13415
Banashankari,Commercial,1979,10,105.5293089,200,30.83411404,50.9711473,20.90863846,2,0,24.37858997,10-04-2023,High,169.7226071,194,3913.455473
Indiranagar,Institutional,2015,12,72.62992253,200,19.59548473,89.33674907,27.61158804,12,0,20.27756957,03-02-2023,High,128.950776,140,19256.16685
Yelahanka,Institutional,1990,10,91.32490108,1079.70041,75.08495527,41.12500437,30.48504575,9,0,16.75745577,16-12-2021,High,164.4887428,27,20486.50644
Whitefield,Industrial,2023,4,50,1445.503799,37.43087261,76.10676731,43.09245151,16,0,17.30212891,05-09-2022,High,253.7700399,46,2000
Jayanagar,Industrial,1985,6,50,307.9479496,42.89143988,91.65985129,1.699737013,5,1,16.42494765,20-07-2022,Medium,193.5562352,135,13303.9344
BTM Layout,Residential,2018,12,50,200,48.50007795,65.08402979,51.13019739,3,0,12.70734963,28-07-2023,Medium,133.6988234,317,10514.5235
Yelahanka,Institutional,2023,12,50,200,15.61151311,89.01890565,2.558976842,9,0,9.855595543,21-10-2021,Medium,210.0606961,442,13291.09813
Yelahanka,Residential,2013,4,66.85480317,1500,11.44549544,96.98593572,25.26617429,6,0,5.08271016,23-03-2022,Low,129.5962313,58,12300.35217
Hebbal,Institutional,1995,11,50,350.1885653,23.76414776,56.34296796,70.33402501,3,0,5.484210334,03-06-2023,Medium,50,13,14781.86765
Electronic City,Commercial,2001,9,50,1466.304043,56.04459706,82.59611415,24.00196425,1,1,5.492190469,02-04-2022,High,99.59568445,437,19936.60356
Whitefield,Industrial,1979,11,175.8796142,979.9325055,16.43647014,75.50866013,6.457944747,1,1,5.079722046,07-07-2022,Medium,56.46040395,100,13431.29083
HSR Layout,Industrial,2006,13,50,481.1691558,20.66164559,81.22102672,100,9,1,5.422315433,22-07-2022,Low,132.4243258,449,10062.78033
Yelahanka,Residential,2010,8,54.11437711,230.278019,35.20870678,97.93777336,88.03200483,5,1,18.18347604,10-05-2022,Low,150.920919,49,14011.80997
Jayanagar,Residential,1987,11,114.8153803,200,46.6758751,64.91828437,59.01615166,7,0,9.381447809,13-01-2023,Medium,233.8218656,291,13733.77026
HSR Layout,Industrial,2010,6,50,954.5456285,30.78419582,92.29819712,21.20792274,6,0,6.327982049,27-01-2022,High,166.3463687,94,14567.02812
HSR Layout,Industrial,1996,9,72.98178565,1490.028558,16.63712679,43.24583239,8.126075268,1,1,11.91460567,05-08-2023,Low,139.0449736,95,11860.11634
Indiranagar,Industrial,1994,5,148.7355483,1032.555634,32.94605268,49.77717577,100,5,0,7.50300834,13-11-2023,Medium,191.4702791,145,16813.13996
Koramangala,Institutional,1998,3,223.9642812,755.6656277,22.15308705,94.65644955,30.4015014,4,1,5.524278685,27-04-2023,High,50,72,21467.13409
Koramangala,Institutional,1974,11,50,200,7.489289465,47.06844587,76.51790614,11,0,15.53408146,16-01-2024,Low,161.7807279,451,8655.034704
HSR Layout,Commercial,2010,9,195.8747072,1500,21.43197805,86.78797279,16.74778975,8,0,6.477804654,02-02-2023,High,188.5432597,379,17253.5781
Banashankari,Institutional,2020,3,50.81270857,1500,40.00409102,90.15545879,16.33607567,7,1,9.919129421,13-04-2023,High,76.07068771,10,19798.6483
Hebbal,Industrial,2019,5,50,346.4729286,25.66417488,62.03366584,100,6,0,6.212481693,06-03-2022,High,207.1877022,162,12830.22251
Whitefield,Institutional,1975,2,50,1500,13.23784557,93.60756701,29.51181346,9,0,7.599809024,19-06-2022,Low,166.9248204,214,21261.00328
Banashankari,Residential,1995,8,250,921.0058045,67.91553494,83.81365456,6.06527397,6,0,12.58975081,03-07-2023,High,129.2356043,4,14697.1153
Malleshwaram,Industrial,2002,3,50.88684695,873.285502,22.3264003,92.11873317,9.92177467,4,0,5.584879334,14-10-2023,Low,181.6390933,224,9370.111683
Yelahanka,Institutional,2017,12,50,1378.616628,11.48349842,62.17732759,26.30689895,4,1,30.29244487,06-10-2023,High,263.5346429,381,8642.204649
Hebbal,Industrial,1987,5,75.26147055,1500,23.24200991,60.22900177,1.735967108,5,0,5.245644871,13-12-2021,Medium,159.0933128,29,18924.04655
HSR Layout,Residential,2014,12,50,1068.505891,27.47130975,83.70099774,24.83558998,1,0,7.898547153,19-07-2024,High,162.4110293,302,18464.28937
Malleshwaram,Residential,1993,13,50,200,13.84656342,91.55640591,21.71610826,8,0,17.83586978,12-08-2023,High,127.031955,203,22821.45132
Banashankari,Institutional,1999,9,50,412.8938923,27.1606493,75.17365813,60.44461195,3,1,21.40687977,28-03-2022,High,107.5077815,430,18353.59161
Malleshwaram,Industrial,2001,13,50,1500,25.1451973,96.15601532,17.53659955,2,0,5.920272285,19-10-2021,High,191.5167908,77,14502.63799
HSR Layout,Commercial,1990,3,50,254.3963879,20.61374066,90.42935517,100,3,0,5.53188735,06-11-2023,Medium,107.1958087,59,17411.54212
Indiranagar,Residential,2007,11,50,465.4811094,26.91855187,94.62943994,7.975612231,3,0,10.36650748,14-09-2021,Low,153.5783119,445,15360.43752
Yelahanka,Commercial,1970,6,76.80630383,565.7692267,17.85081158,98.67535396,35.76030274,2,1,5.143959413,10-08-2021,High,126.1171277,196,13337.13436
Koramangala,Institutional,2019,11,50,578.7565409,25.15816126,94.14819508,3.759211648,9,1,7.477611114,31-10-2022,High,173.9489913,322,12253.18565
Whitefield,Residential,2016,2,50,949.1744806,22.97894173,85.40167909,52.9499105,7,0,11.99712927,15-11-2021,High,166.6831053,418,6384.918904
Malleshwaram,Commercial,1975,4,170.3230594,1500,28.52826082,49.58481245,100,8,0,8.1502176,02-12-2022,Medium,201.8769972,107,11289.26788
HSR Layout,Residential,2016,6,50,275.3487243,20.53545416,98.19357936,68.40097983,4,1,5.718903358,13-03-2023,Medium,124.4991801,342,14901.74994
Indiranagar,Commercial,1999,4,82.59668127,200,50.61768565,62.85766792,32.45052953,7,0,7.492232153,02-05-2024,High,136.5062532,389,2000
BTM Layout,Industrial,2010,12,50,219.9866519,25.91459903,71.06463566,26.52345143,3,1,18.3325348,15-05-2022,High,101.0618142,9,12425.67045
Banashankari,Industrial,2012,5,50,1500,5.402368872,60.20652377,72.0796562,6,0,8.77254706,18-01-2024,High,127.785337,20,19602.86853
Koramangala,Institutional,2014,7,50,1037.924081,27.04957575,74.91784613,100,5,0,10.31275716,08-09-2023,High,168.8650247,149,21716.14451
BTM Layout,Residential,1992,13,50,336.7417779,23.24597504,67.28987345,100,3,0,6.463964939,07-04-2024,Low,187.8494308,383,12362.77772
HSR Layout,Commercial,1974,6,50,1500,40.6889253,81.40072261,20.20296963,3,1,5.72097453,24-05-2023,Low,103.8917338,17,12175.00488
Whitefield,Institutional,2020,6,50,1500,65.21424739,88.82660414,100,6,0,6.034163747,06-03-2023,Low,193.480296,12,11400.09131
Banashankari,Industrial,2004,5,50,1500,21.39119641,80.73043934,6.780616371,4,0,7.890886038,06-12-2021,High,217.7818929,476,12208.04781
Indiranagar,Industrial,1995,10,50,1500,65.67389897,65.26750569,11.69705373,7,0,6.158353243,23-01-2024,Medium,170.6717452,82,20713.24493
Banashankari,Institutional,1983,5,50,290.6745724,42.42409723,93.68449909,3.729203277,4,1,7.972799654,29-01-2022,High,243.8397906,67,23146.04059
Yelahanka,Residential,1997,8,50,1406.668221,25.34361866,93.37444588,12.68380458,1,0,10.06963026,22-09-2022,Medium,111.31054,133,6557.615835
BTM Layout,Commercial,2022,2,50,617.1857079,28.11928171,52.27883426,58.42995078,5,0,10.55685231,22-02-2023,High,87.76726483,444,10942.674
BTM Layout,Industrial,1983,8,52.50038885,1500,55.5714541,82.38171212,76.67233017,1,0,5.618175425,30-07-2022,High,61.06398755,53,5682.63592
Hebbal,Institutional,2001,1,87.93430755,1303.758802,38.51783532,94.89205811,60.36427707,7,0,10.88314008,01-08-2022,Medium,224.8022156,436,14856.82738
Electronic City,Industrial,1987,11,50,1498.108754,18.74642645,75.22664981,39.88547646,3,0,9.510401155,27-02-2023,Low,182.7182828,206,12558.16457
Banashankari,Industrial,1990,10,120.4870683,1067.584191,43.81755983,79.83859315,28.85911013,3,0,5.040340406,03-09-2022,High,147.2207665,432,16794.60254
Hebbal,Commercial,2023,10,74.14452678,200,38.23518176,82.31747094,49.33665358,12,0,5.204313565,28-06-2024,High,163.9984313,474,18316.0921
BTM Layout,Residential,1988,10,50,787.5170242,35.66773275,74.39861284,19.82654922,5,0,9.139508499,17-04-2022,High,93.72554764,403,17761.30913
Malleshwaram,Residential,1991,2,155.1101024,1500,42.41284846,84.46278135,73.63169109,6,1,6.750874646,03-12-2023,Low,272.287599,233,6770.305511
BTM Layout,Commercial,2005,8,190.252016,1500,12.28652688,85.76330416,45.22766621,2,1,5.540592089,19-08-2022,High,156.4610591,401,14871.48884
Banashankari,Institutional,2006,4,50,200,31.70648335,98.40721044,47.86727108,5,0,5.15252572,27-06-2023,Low,155.4697397,54,6521.402546
Indiranagar,Institutional,1978,9,50,200,17.76334166,84.6941291,30.70931162,5,0,5.59586913,16-08-2023,High,186.2883312,487,23684.36387
Banashankari,Residential,2006,2,123.0701387,200,51.1882527,97.89014279,86.59265211,9,0,23.65835536,03-01-2023,High,174.0504616,490,13226.61278
Banashankari,Industrial,2001,11,103.451793,1294.553854,38.87941905,67.30681687,11.61487995,8,0,10.42574119,11-08-2022,Low,161.1942012,68,8167.683645
Jayanagar,Industrial,2020,7,50,1500,44.95548499,83.24958242,19.1955428,5,0,7.840906382,12-10-2022,Medium,110.4762772,490,12278.67251
HSR Layout,Institutional,1991,9,50,240.1770084,49.99177635,78.68151395,60.13876581,4,0,20.76607706,27-09-2021,High,173.5734179,291,16039.41214
Yelahanka,Commercial,2013,5,50,704.9216138,28.9452362,88.38600561,27.14996496,10,0,8.795379205,13-11-2021,High,244.1012248,344,18666.24236
Jayanagar,Industrial,2018,7,50,1500,36.3180908,70.80963532,88.0061995,7,0,10.38966405,04-02-2022,High,217.2710023,169,21501.54773
BTM Layout,Institutional,1973,1,72.22513755,1319.763619,18.57844321,96.56567695,25.51552168,9,0,6.170947209,29-02-2024,Low,229.6593313,397,15314.54865
Banashankari,Commercial,1972,3,69.04688445,781.404145,23.08747028,85.94184724,27.65836802,5,0,8.449712398,19-06-2022,Medium,124.4392162,161,13330.83963
Yelahanka,Residential,1976,3,93.13366638,892.4465046,34.90460445,68.21236214,100,5,0,5.529805877,30-12-2022,Low,100.519759,15,18425.34685
HSR Layout,Commercial,2010,4,206.4343411,710.0096501,24.41664361,60.91049702,37.45873515,9,0,6.885988729,01-01-2022,Medium,143.710654,191,18288.17832
Jayanagar,Residential,2020,6,50,353.17885,41.12344915,57.86290136,43.55566865,4,0,5.11332175,16-10-2023,Medium,152.7862456,15,15593.89203
Banashankari,Institutional,2023,7,50,832.4598075,24.5760286,56.21240922,24.27666276,9,0,5.847858244,30-08-2023,High,204.7095759,287,19048.11214
Whitefield,Commercial,1999,10,187.4237812,1167.593631,3.809612498,63.8335501,19.43337897,8,0,5.262792088,17-09-2022,Low,65.37676851,363,11948.75585
Jayanagar,Institutional,1971,8,250,1500,56.23673378,91.88976021,64.01787218,9,0,6.776888135,28-03-2022,Low,226.477516,412,14879.88436
HSR Layout,Residential,1977,3,107.5168668,1011.402155,12.90070837,65.06675399,7.659139288,6,0,13.53812802,02-05-2022,Low,142.0996051,10,4835.132259
Jayanagar,Industrial,1980,6,113.9294254,1431.80038,40.2197107,84.32128498,100,17,1,6.71443112,14-03-2024,High,128.6559465,57,21949.34102
Electronic City,Industrial,1998,12,50,200,17.22057246,59.98293193,90.63073026,6,0,13.11006626,27-02-2024,Low,99.39478124,199,12541.54196
Electronic City,Residential,1999,3,88.97148691,619.0745187,17.03620783,72.7300664,12.69871444,5,0,9.278756091,11-09-2023,Low,67.25716641,161,21977.81935
BTM Layout,Industrial,1970,13,114.0910199,200,26.21214093,74.47623595,71.0541217,6,1,7.680285166,04-09-2022,High,191.1585292,263,11719.04632
Whitefield,Industrial,1997,2,50,283.2636674,6.039651689,72.77261895,55.37368764,8,0,5.943038815,28-04-2023,High,153.6658984,389,16511.12022
Indiranagar,Commercial,1982,8,50,1296.313686,51.76335727,76.14662078,12.23981031,1,0,18.42026427,04-11-2022,Low,85.50195501,474,15273.71977
Indiranagar,Commercial,2014,6,71.04974772,1500,12.26821649,81.26746031,19.14652599,2,0,5.187485898,29-10-2022,High,85.2460614,381,11990.02927
HSR Layout,Industrial,1978,11,50,200,16.13760416,79.65196524,31.55498553,2,0,9.758403751,20-12-2022,Low,133.210765,253,17398.04393
Malleshwaram,Commercial,2011,3,58.30871419,513.3192567,6.776528093,89.81739156,72.08710614,9,0,8.821184244,07-02-2023,High,233.4510763,119,21384.74627
Indiranagar,Residential,1989,6,50,1500,10.31953278,63.2453955,61.08668601,3,0,7.139668219,21-05-2022,Low,137.0204324,80,23948.9535
HSR Layout,Commercial,1980,11,59.51238453,228.2008613,24.31292641,86.11483233,45.58733522,3,0,5.959480066,30-01-2023,High,74.84285234,124,18713.61531
Whitefield,Commercial,1987,1,50,809.8719123,38.29298905,84.74152096,87.76734344,2,0,7.065682849,08-02-2022,Medium,137.7128468,313,8949.835163
Malleshwaram,Commercial,1975,1,250,1320.773683,51.4377297,81.41572917,85.11361869,1,0,14.88260382,26-07-2022,High,136.3638215,72,7972.105447
Malleshwaram,Institutional,2011,8,135.0598221,957.0748372,13.33717455,60.78481663,57.7179619,4,1,13.29770227,06-09-2021,Low,50,470,20694.6791
Electronic City,Residential,1993,5,170.4949437,208.2854006,9.19824869,91.37909284,92.78499345,4,1,20.74272292,28-01-2022,High,147.2852567,482,10013.54244
BTM Layout,Industrial,1986,4,233.5063549,439.1013705,14.4532299,64.16578587,24.41166866,13,0,6.304587358,13-04-2022,Low,138.4532735,168,18079.77545
Banashankari,Industrial,1975,13,103.5054633,1500,37.67594975,96.70871714,100,5,0,6.772565309,31-08-2023,High,184.8103182,284,15669.70148
Malleshwaram,Institutional,1993,13,50,807.9443352,13.4414742,79.58714744,57.25670572,9,0,5.063211303,28-07-2023,High,242.4478047,494,21593.50678
Koramangala,Commercial,2012,3,115.5387545,200,31.87484056,80.17734918,100,6,0,20.97654797,21-06-2024,Low,206.3282515,36,17549.75833
HSR Layout,Residential,2011,10,132.5884587,1431.253067,44.09260939,64.64787975,47.41638229,1,0,6.424661591,25-11-2023,Low,136.5555655,312,14847.10734
Malleshwaram,Residential,1980,13,205.2324973,200,9.582704965,95.47511966,14.78766667,8,0,6.883865015,15-04-2023,Medium,94.67370456,175,25306.22734
Malleshwaram,Industrial,1973,3,84.75519741,1369.373461,12.70080829,67.31888248,46.90691841,8,1,17.13588723,11-03-2023,Medium,278.6679902,199,19116.23751
Hebbal,Institutional,1995,8,50,226.2490687,32.17778262,93.58088257,27.82809384,8,0,7.830889616,26-02-2024,Low,152.9609217,116,17773.66108
Koramangala,Institutional,2010,13,50.06432704,1500,45.52997341,63.1251999,71.74024889,5,0,8.209761866,03-06-2023,Low,150.6964646,424,11586.96964
Hebbal,Institutional,1989,13,67.66722382,458.7721413,40.370219,84.89083079,38.75220869,5,0,5.667561979,01-09-2023,High,148.7937456,315,9266.784582
Malleshwaram,Institutional,2016,13,155.7336917,395.9083443,4.492350996,84.02971767,100,1,0,7.587975446,17-05-2022,Medium,159.904238,427,13702.6595
Banashankari,Residential,2014,2,126.8672582,200,80.88683481,68.73707564,68.00573714,6,0,18.03725808,10-01-2024,Low,142.7819794,220,7505.876105
Koramangala,Commercial,2018,3,66.03101395,364.7131863,37.60462116,34.23523452,69.22424644,3,1,8.134935907,25-01-2024,High,121.3168997,379,13390.11505
Electronic City,Industrial,1984,10,250,1500,18.61592097,58.03084452,14.68925911,6,0,6.031566541,30-03-2024,High,122.6570529,66,19004.76785
Jayanagar,Residential,1997,7,139.6249513,1500,35.50694642,67.94953245,100,10,1,5.106150558,12-12-2021,Medium,148.3623365,265,19908.94918
Malleshwaram,Institutional,2011,11,50,459.3557683,17.17085606,97.43866904,100,5,0,6.464183113,19-04-2024,Medium,122.8287614,134,13289.97866
Malleshwaram,Institutional,1975,7,50,595.3140605,40.227642,86.10915444,93.35521772,2,0,8.275536566,15-06-2024,Medium,114.3577109,119,29679.87437
BTM Layout,Industrial,2015,7,50,1280.389371,18.69926117,73.70835253,24.04793099,9,0,5.146218288,17-05-2022,High,155.3215114,122,21366.70276
BTM Layout,Commercial,1976,7,50,1500,6.441766416,93.20990214,46.0246314,4,0,8.684685612,30-08-2021,Low,137.2511391,321,14850.15288
Hebbal,Commercial,1970,8,50,899.0510287,32.21094166,85.01508986,8.847609845,7,0,7.802246567,19-02-2024,High,225.1996494,387,20707.11712
HSR Layout,Commercial,1983,7,50,496.8005995,33.33409411,72.15259145,46.39327029,6,0,11.65217209,08-01-2024,Medium,50,458,12102.53466
Banashankari,Institutional,2000,1,50.34087723,532.0864432,36.17175526,72.63879655,9.461664339,5,0,5.098191108,17-02-2023,High,204.5753426,421,16269.5786
HSR Layout,Residential,1974,1,50,1189.472269,11.61753294,74.12330183,48.31688101,3,1,11.58636002,24-09-2023,Medium,212.3042596,383,13197.16634
Jayanagar,Residential,1978,9,250,200,42.40758835,84.66783318,62.7706203,8,0,7.779612164,17-02-2024,High,50,492,8941.115404
Malleshwaram,Commercial,2007,4,50,966.5039189,37.32253622,45.08219381,29.67705787,8,0,6.66831561,01-06-2022,Medium,132.8656203,87,17663.15567
Banashankari,Industrial,1984,12,111.5118525,439.2696117,18.33337478,90.67326197,41.41446983,8,0,25.683396,13-11-2022,High,131.4279567,289,14970.48879
Koramangala,Commercial,2003,6,79.24583347,1500,22.83344985,84.98143976,100,6,0,5.598901159,26-04-2023,Low,79.62441526,137,15341.41638
Malleshwaram,Commercial,2013,1,250,200,52.81224747,77.87393105,6.895240435,5,0,7.966766223,20-03-2023,High,111.1091656,53,14864.32384
Electronic City,Industrial,1998,6,50,887.2229894,28.74436425,73.87093437,94.13603129,6,0,6.37730652,04-01-2023,Medium,94.47120773,205,10509.49398
Yelahanka,Commercial,1970,13,76.08869906,655.7991619,45.05017206,74.33817814,11.23434536,1,0,7.838921865,12-02-2022,Medium,237.6135222,348,22941.68979
Yelahanka,Industrial,1970,9,250,1028.131996,33.04836357,73.40714099,2.243920571,14,0,8.071628542,23-11-2023,Low,196.7839197,51,16243.69115
Malleshwaram,Industrial,2014,4,250,200,56.01647351,67.19552361,12.31634691,1,1,5.317277742,13-11-2023,Medium,213.5777547,327,13665.17027
Indiranagar,Residential,1991,1,250,867.4619671,30.93652772,52.7937947,86.90121413,7,0,9.343588738,25-08-2021,Low,186.0836032,410,8453.948237
Banashankari,Industrial,2022,11,50,824.3603206,44.1030391,93.64555665,31.16434703,9,0,8.986107998,24-08-2023,Low,93.54741144,400,22016.90266
Indiranagar,Commercial,1977,1,50,822.4818931,29.16179093,84.21322415,100,6,0,11.30881746,10-06-2024,High,123.7739867,40,19586.59114
Hebbal,Industrial,1997,11,165.6839398,925.0481327,31.22617263,84.04179458,44.6294977,3,0,5.321852811,28-05-2024,High,174.4687281,250,15007.547
BTM Layout,Commercial,2014,12,250,1128.457058,31.30550326,89.82118447,1.350097517,2,0,6.247814429,08-08-2022,Medium,88.89360956,218,8579.352337
Koramangala,Industrial,1978,4,122.0475633,1500,7.58313483,71.42527168,75.67781477,4,0,9.191329094,11-10-2022,Medium,185.6499215,179,23294.65627
Malleshwaram,Residential,2000,4,127.1591342,314.4651861,41.97578437,78.91183993,7.007732742,7,0,5.502304089,06-12-2021,High,137.9837301,39,13176.04709
Hebbal,Commercial,1974,12,50,1500,25.90520488,60.33792981,93.4618786,7,0,9.583693183,25-12-2021,Medium,131.2589596,183,11642.44578
Hebbal,Commercial,1984,6,220.1210638,689.6646163,18.61147467,62.48193422,11.04276616,5,0,5.204872151,28-01-2023,Medium,185.5479984,224,14754.38639
Yelahanka,Commercial,1994,5,50,200,11.95502808,80.34190305,25.42810684,3,0,6.456304596,08-02-2022,Medium,172.2131656,164,16875.68036
Koramangala,Industrial,1975,3,58.66317197,200,4.299730643,88.01172642,85.94568367,8,0,13.68514412,05-11-2023,Low,131.9516917,234,14156.83545
Whitefield,Residential,2016,2,83.12168251,406.8235084,60.57924099,62.87957678,100,14,0,11.42418749,11-08-2023,Low,207.9664902,377,2000
Yelahanka,Residential,2021,7,106.2727444,1500,32.08700482,99.83248163,27.85884996,7,1,9.119728229,15-01-2022,Medium,95.94683362,193,16248.13013
Malleshwaram,Residential,1976,9,50,1229.909384,24.15153862,90.2546616,100,4,0,14.76348824,01-03-2022,Low,180.7967803,497,19612.90982
Indiranagar,Residential,1976,10,50,1500,19.0235579,56.54867202,12.70197693,19,0,10.09511723,31-08-2021,Medium,179.6550629,85,10544.74741
Banashankari,Industrial,1990,5,141.4799486,728.2958332,38.3192783,69.53835371,98.75981856,12,1,7.766286285,10-08-2021,High,134.522678,461,22802.7648
Indiranagar,Commercial,1993,3,51.08450527,580.1739119,31.19802356,90.2550681,64.28797657,3,1,31.66847438,12-11-2022,Low,166.3066511,243,19374.35438
Koramangala,Institutional,1989,2,130.5679602,200,21.00309847,95.08594342,12.84682958,6,0,9.853601202,27-08-2022,Medium,87.44432118,474,17343.87603
Jayanagar,Residential,1978,1,50,397.7838153,10.74814623,58.87312303,21.61550659,1,0,8.587586281,25-11-2021,Medium,196.201351,173,9929.558334
Malleshwaram,Institutional,1994,5,98.4182067,569.1954172,26.10515983,77.25920198,8.477978755,5,1,6.915322567,30-04-2023,Medium,140.7548932,393,16394.3421
Electronic City,Industrial,2019,5,114.0820872,200,65.81435408,95.61201417,28.96996739,3,0,16.72043909,06-02-2024,High,123.863849,37,16774.64962
HSR Layout,Industrial,2022,8,50,249.246222,23.8773158,63.70218543,13.66288709,3,0,6.239559915,15-02-2022,High,202.4504613,87,14590.38463
Banashankari,Institutional,2018,12,61.55754021,911.8637805,32.23980215,94.58445052,61.969128,3,1,5.030922237,16-11-2022,Medium,114.7828155,129,19456.69823
Electronic City,Commercial,1978,9,50,1330.530907,19.12711599,76.20900249,100,8,0,5.757583205,20-07-2022,Low,79.57693518,194,13196.34721
Electronic City,Institutional,2011,10,50,1500,37.10106122,80.35233745,0.724911339,15,0,5.394211168,16-04-2022,Medium,72.16854132,319,13641.8601
Malleshwaram,Industrial,2013,9,250,1500,21.64893492,78.65218595,46.71182313,4,0,6.366226493,22-02-2023,High,180.3004976,43,11668.14296
Jayanagar,Institutional,1979,6,58.36950338,1028.80231,17.29872365,87.55691226,51.15201624,5,1,12.90809327,24-09-2023,High,85.97853238,412,12743.81627
Malleshwaram,Residential,1974,7,249.0105921,546.8813099,51.02587117,61.0819924,100,5,0,9.210566921,25-11-2022,Low,237.7397091,356,14250.04775
Jayanagar,Residential,2003,11,50,1011.088796,8.946149113,90.97996634,42.31383366,3,0,5.636439577,17-07-2024,Medium,50,159,14069.45243
Whitefield,Commercial,2006,3,171.6212027,1500,62.59464828,73.96506769,47.07647414,9,0,11.79256036,07-08-2024,Low,234.8228184,105,13844.81532
Banashankari,Institutional,1970,6,214.2099334,200,28.25253958,95.4644991,38.28009829,2,0,7.6348559,01-09-2021,High,160.5508734,453,19620.4897
Koramangala,Institutional,2009,8,135.8169891,527.4715512,42.41227896,74.12337951,18.79265505,12,1,7.707853731,02-11-2023,Medium,145.1643444,229,22513.48933
BTM Layout,Institutional,2011,6,95.67849661,1500,31.11013314,68.31187504,3.459598488,5,0,6.616765706,03-09-2022,Medium,122.7540457,217,8590.739213
Koramangala,Institutional,1980,13,79.61367203,484.2371703,8.557242722,88.42374527,31.52161268,3,0,14.47502137,29-12-2022,Low,169.9568057,264,22397.30717
Electronic City,Commercial,1998,4,64.35649526,848.3336962,27.43334631,85.34258895,3.241493175,8,1,6.362521038,21-12-2021,Low,148.1182649,418,18372.32712
HSR Layout,Industrial,1992,3,250,886.1722825,15.03837761,89.7289141,47.97616032,5,0,5.335058378,08-08-2021,Low,205.1650941,487,10534.607
Yelahanka,Commercial,2016,13,250,203.924738,29.41407531,59.90971386,22.02894583,1,0,6.277152786,21-07-2024,High,155.7113824,49,13350.58057
Whitefield,Industrial,1983,7,250,449.7860945,26.54378617,77.28526514,45.76300758,9,0,10.2019071,04-11-2021,High,157.5150881,352,16419.9391
Yelahanka,Industrial,2010,1,50,407.2336041,9.430256429,83.9829629,8.652800654,10,1,9.293801829,04-12-2021,High,131.8193894,442,6724.91553
Koramangala,Industrial,2017,4,196.8827045,200,66.14856689,84.24470014,100,3,0,5.718920465,03-12-2022,Medium,147.1527188,123,14566.27776
Koramangala,Institutional,1979,4,250,200,52.3004321,89.63357612,100,6,0,5.403045981,20-07-2024,Medium,165.3900884,459,17627.7284
HSR Layout,Commercial,1996,12,50,1500,19.4714925,80.90912655,12.6430033,2,0,9.339789828,10-03-2022,Low,64.49158037,303,11278.1442
